id,name,name_kana,address,area,category,lat,lng,place_id,google_maps_url,phone,is_verified,created_by,created_at
"cdf9f811-d6da-4219-be56-c6021edca697","柚木元","ゆのきもと","日本、〒395-0086 長野県飯田市東和町１丁目９−３","飯田市","飲食","35.5192646","137.8233077",,"https://maps.google.com/?cid=3509300534510639040","0265-23-5210","true","api","2025-10-31T00:05:35.94889+00:00"
"f501489d-dd52-4247-8286-0757d671733c","幸楽苑 飯田上郷店","こうらくえん いいだかみごうてん","日本、〒395-0002 長野県飯田市上郷飯沼２２２３−１ 2223番地1","飯田市","飲食","35.5165867","137.8494365",,"https://maps.google.com/?cid=6461059866051439686","0265-21-4310","true","api","2025-10-31T00:05:36.748415+00:00"
"e9388031-2e77-497d-a805-ba670ca765c6","とんかつ しゃぶしゃぶ ３びきのこぶた","とんかつ しゃぶしゃぶ ３びきのこぶた","日本、〒395-0805 長野県飯田市鼎一色４９−１","飯田市","飲食","35.5037881","137.8115806",,"https://maps.google.com/?cid=15600400819786982857","0265-52-5355","true","api","2025-10-31T00:05:37.47787+00:00"
"9ad2bdec-21f2-42c2-b978-6b116993f4bb","ロカンディーナミヤザワ","ロカンディーナミヤザワ","日本、〒395-0003 長野県飯田市上郷別府１４０３−１","飯田市","飲食","35.50791","137.847436",,"https://maps.google.com/?cid=2737082408284372931","0265-49-8195","true","api","2025-10-31T00:05:38.144159+00:00"
"029a26c7-7648-4bbb-8d99-3b52d618c3e3","海鮮居酒屋 はなの舞 飯田店","かいせんいざかや はなのまい いいだてん","日本、〒395-0805 長野県飯田市鼎一色４６−３","飯田市","飲食","35.5039429","137.8117704",,"https://maps.google.com/?cid=2182961756830647252","0265-23-7018","true","api","2025-10-31T00:05:38.829881+00:00"
"7c6b1fc1-da2f-4cf5-bad3-d0a520d4be6b","Cafe&Noodle あんじゅ+2","Cafe&Noodle あんじゅ+2","日本、〒395-0001 長野県飯田市座光寺５２５２−１","飯田市","飲食","35.5241499","137.8626214",,"https://maps.google.com/?cid=18286573310573628874","0265-48-0876","true","api","2025-10-31T00:05:39.478237+00:00"
"8c15f82c-be82-412d-a0dc-f42aec47b9bf","手塚","てづか","日本、〒395-0152 長野県飯田市育良町１丁目１８−５","飯田市","飲食","35.5051781","137.8001607",,"https://maps.google.com/?cid=4387909613885873638","0265-25-8982","true","api","2025-10-31T00:05:40.129743+00:00"
"b00517ef-5288-4586-be0c-2f359177e2d0","かじか","かじか","日本、〒395-0001 長野県飯田市座光寺３３３３−２","飯田市","飲食","35.5362236","137.8627277",,"https://maps.google.com/?cid=1325617669948480722","0120-535-432","true","api","2025-10-31T00:05:40.774515+00:00"
"5d2b0a2a-de74-4aa0-adf2-13a4235fb7ac","カレーハウスCoCo壱番屋 飯田座光寺店","カレーハウスCoCoいちばんや いいだざこうじてん","日本、〒395-0001 長野県飯田市座光寺３９４８−４","飯田市","飲食","35.5287048","137.8562521",,"https://maps.google.com/?cid=4581548239308567035","0265-23-7044","true","api","2025-10-31T00:05:41.417737+00:00"
"66925034-f198-482f-9de8-469733511ade","アンプロンプテュ","アンプロンプテュ","日本、〒395-0044 長野県飯田市本町２丁目２９","飯田市","飲食","35.5151043","137.8246964",,"https://maps.google.com/?cid=1642176523110101149","0265-22-0234","true","api","2025-10-31T00:05:42.064462+00:00"
"65edd291-3150-4293-b964-1434d776c689","孔府飯店","あなふはんてん","日本、〒395-0063 長野県飯田市羽場町１丁目５−１１","飯田市","飲食","35.5196514","137.8118043",,"https://maps.google.com/?cid=5776907625934721002","0265-24-0062","true","api","2025-10-31T00:05:42.699539+00:00"
"b29f2006-d163-4230-9719-7d616454b257","すき家 153号飯田座光寺店","すきか 153ごういいだざこうじてん","日本、〒395-0001 長野県飯田市座光寺４７０５−１","飯田市","飲食","35.5316941","137.8640388",,"https://maps.google.com/?cid=1081187714067691281","0120-498-007","true","api","2025-10-31T00:05:43.345848+00:00"
"65c7f8b9-7ed1-4909-8ee4-1c15108b6266","旭鮨","あさひすし","日本、〒395-0027 長野県飯田市馬場町２丁目１００","飯田市","飲食","35.5155414","137.8295311",,"https://maps.google.com/?cid=489248609843310206","0265-23-7870","true","api","2025-10-31T00:05:43.989054+00:00"
"7713856d-84e2-4db0-9431-7256505a67a3","文七","ぶんなな","日本、〒395-0054 長野県飯田市箕瀬町２丁目２４７７","飯田市","飲食","35.5138803","137.8192938",,"https://maps.google.com/?cid=18378640488723487158","0265-24-9393","true","api","2025-10-31T00:05:44.6343+00:00"
"31f3d198-0144-427f-8316-4f166cc5d935","はやふね","はやふね","日本、〒395-0017 長野県飯田市東新町１丁目２０","飯田市","飲食","35.5193854","137.8283211",,"https://maps.google.com/?cid=14273613331299127164","0120-523-419","true","api","2025-10-31T00:05:45.269035+00:00"
"1bbd1a0b-bd76-4234-a8ab-f83e7eea2304","朝日屋","あさひや","日本、〒395-0044 長野県飯田市本町４丁目１２３５−１","飯田市","飲食","35.5175581","137.819911",,"https://maps.google.com/?cid=12294027061593392766","0265-22-3153","true","api","2025-10-31T00:05:45.907997+00:00"
"bc35cc04-996b-492a-bb3a-6a1a869b8dc1","炭火居酒屋のんべえ","すみびいざかやのんべえ","日本、〒395-0041 長野県飯田市中央通り２丁目１","飯田市","飲食","35.516749","137.8260985",,"https://maps.google.com/?cid=10656088550387945615","0265-53-4320","true","api","2025-10-31T00:05:46.544447+00:00"
"0d527c21-3fa2-4595-96c8-58dc4e1ae1d6","丸忠 アピタ 飯田店","まるただし アピタ いいだてん","日本、〒395-0804 長野県飯田市鼎名古熊２４６１","飯田市","飲食","35.4994786","137.8291266",,"https://maps.google.com/?cid=17484153796943682459","0265-52-5557","true","api","2025-10-31T00:05:47.183476+00:00"
"f5fb1922-6a1b-4b39-a7db-796fd2144306","えん屋","えんや","日本、〒395-0086 長野県飯田市東和町１丁目３","飯田市","飲食","35.5183677","137.8246921",,"https://maps.google.com/?cid=5980092032792937886","0265-24-4420","true","api","2025-10-31T00:05:47.822724+00:00"
"ba03b6f2-3ee9-4df5-8e61-4df871b90463","ほっともっと 飯田上郷店","ほっともっと いいだかみごうてん","日本、〒395-0003 長野県飯田市上郷別府３３６１−２","飯田市","飲食","35.5116424","137.8405052",,"https://maps.google.com/?cid=11674356657812492273","0265-56-8166","true","api","2025-10-31T00:05:48.451985+00:00"
"ec70078e-8a4f-43e0-8b46-30e9c711bf80","カフェレスト・センジュ","カフェレスト・センジュ","日本、〒395-0033 長野県飯田市常盤町１７ イイダコアセンジュ 1F","飯田市","飲食","35.513167","137.8264708",,"https://maps.google.com/?cid=12602368240116273775","0265-22-1010","true","api","2025-10-31T00:05:49.375744+00:00"
"26529bee-5745-4090-947f-42f42a17b363","珈琲蘭峰屋","こーひーらんほうや","日本、〒395-0041 長野県飯田市中央３丁目","飯田市","飲食","35.5179675","137.8237373",,"https://maps.google.com/?cid=7659071672039289783","0265-24-9855","true","api","2025-10-31T00:05:49.993134+00:00"
"7b6fe629-3a85-46d4-86f4-134ba2910653","自家焙煎珈琲屋カフェ・トロピコ","じかあぶいこーひーやカフェ・トロピコ","日本、〒395-0002 長野県飯田市上郷飯沼１７９５−７","飯田市","飲食","35.5202167","137.8489027",,"https://maps.google.com/?cid=5775162830584293723","0265-21-5201","true","api","2025-10-31T00:05:50.627008+00:00"
"89670d2a-23f4-41fa-b4b9-2708d7bdf959","アートハウス","アートハウス","日本、〒395-0004 長野県飯田市上郷黒田１８７７","飯田市","飲食","35.5271002","137.8432512",,"https://maps.google.com/?cid=16880290120745580886","0265-24-5811","true","api","2025-10-31T00:05:51.303555+00:00"
"b8b00e27-b9c6-4dde-a9c0-4fe8efc64a45","ビーバー","ビーバー","日本、〒395-0002 長野県飯田市上郷飯沼３０４９","飯田市","飲食","35.520189","137.842547",,"https://maps.google.com/?cid=4750419991537568326","0265-24-4818","true","api","2025-10-31T00:05:51.94312+00:00"
"dd94157e-922a-4497-ac1c-211550c60a89","atomic cafe","atomic cafe","日本、〒395-0034 長野県飯田市追手町１丁目４３","飯田市","飲食","35.514225","137.8269722",,"https://maps.google.com/?cid=13169220733999623358","0265-53-6200","true","api","2025-10-31T00:05:52.573385+00:00"
"92c786bd-eb85-4fe3-bd53-404249dd9dfe","KURANO","KURANO","日本、〒395-0021 長野県飯田市仲ノ町１丁目３","飯田市","飲食","35.5162915","137.8291839",,"https://maps.google.com/?cid=13830843945135278289","0265-48-8121","true","api","2025-10-31T00:05:53.21087+00:00"
"bad3da37-2c5b-48de-b2ae-c2fa2ce9352d","ハーレー","ハーレー","日本、〒395-0001 長野県飯田市座光寺５７８−１","飯田市","飲食","35.5390834","137.8405373",,"https://maps.google.com/?cid=2605060671720777374","0265-24-6019","true","api","2025-10-31T00:05:53.840153+00:00"
"7f493598-e63f-4371-ad12-e5c94372a87d","マクドナルド そよら飯田アップルロード店","マクドナルド そよらいいだアップルロードてん","日本、〒395-0805 長野県飯田市鼎一色４５６","飯田市","飲食","35.500197","137.8160035",,"https://maps.google.com/?cid=12341969172319755801","0265-21-6091","true","api","2025-10-31T00:05:54.468634+00:00"
"08e1706b-6c2b-4a4a-84a6-98cbf62af033","ピッピーノ","ピッピーノ","日本、〒395-0001 長野県飯田市座光寺３７２２−１","飯田市","飲食","35.5303329","137.8602272",,"https://maps.google.com/?cid=16614989238127531353","0265-38-9087","true","api","2025-10-31T00:05:55.089316+00:00"
